TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS
141,2023-01-02 09:16:53,37,54,20.17,119813,1
142,2023-01-02 09:33:56,40,31,91.75,120836,1
143,2023-01-02 09:46:26,19,24,18.88,121586,1
144,2023-01-02 09:49:09,98,92,5.66,121749,1
145,2023-01-02 09:53:52,9,84,71.88,122032,1
146,2023-01-02 10:00:48,28,17,35.35,122448,1
147,2023-01-02 10:06:39,94,10,44.75,122799,1
148,2023-01-02 10:15:51,81,80,94.58,123351,1
149,2023-01-02 10:19:25,55,81,51.45,123565,1
150,2023-01-02 10:35:35,88,4,22.04,124535,1
151,2023-01-02 10:46:24,80,24,8.05,125184,1
152,2023-01-02 10:46:24,28,17,100.91,125184,1
153,2023-01-02 10:53:39,40,31,26.68,125619,1
154,2023-01-02 11:09:16,33,64,110.59,126556,1
155,2023-01-02 11:10:59,76,47,16.57,126659,1
156,2023-01-02 11:21:14,34,29,90.07,127274,1
157,2023-01-02 11:36:48,25,17,121.8,128208,1
158,2023-01-02 11:50:07,37,54,20.0,129007,1
159,2023-01-02 11:53:14,29,48,115.6,129194,1
160,2023-01-02 11:53:56,78,71,46.48,129236,1
161,2023-01-02 11:58:22,89,24,26.77,129502,1
162,2023-01-02 12:06:11,35,51,76.93,129971,1
163,2023-01-02 12:06:34,38,93,13.17,129994,1
164,2023-01-02 12:11:40,68,85,33.21,130300,1
165,2023-01-02 12:18:01,40,31,83.09,130681,1
166,2023-01-02 13:02:32,5,79,40.79,133352,1
167,2023-01-02 13:04:20,89,24,37.84,133460,1
168,2023-01-02 13:07:47,61,31,78.25,133667,1
169,2023-01-02 13:11:35,37,54,22.35,133895,1
170,2023-01-02 13:16:36,89,24,21.44,134196,1
171,2023-01-02 13:19:07,38,93,6.04,134347,1
172,2023-01-02 13:26:43,38,93,12.08,134803,1
173,2023-01-02 13:27:46,73,67,65.11,134866,1
174,2023-01-02 13:32:25,88,4,71.38,135145,1
175,2023-01-02 13:53:12,49,26,11.73,136392,1
176,2023-01-02 14:05:38,0,87,63.3,137138,1
177,2023-01-02 14:11:35,68,85,29.48,137495,1
178,2023-01-02 14:14:51,68,85,33.25,137691,1
179,2023-01-02 14:28:06,92,56,97.61,138486,1
180,2023-01-02 14:35:37,37,54,29.57,138937,1
181,2023-01-02 14:35:48,35,38,54.15,138948,1
182,2023-01-02 14:49:29,38,78,12.6,139769,1
183,2023-01-02 14:55:44,87,65,54.03,140144,1
184,2023-01-02 14:57:56,1,5,44.43,140276,1
185,2023-01-02 15:08:06,1,5,33.38,140886,1
186,2023-01-02 15:12:47,79,4,1.47,141167,1
187,2023-01-02 15:13:02,0,87,32.35,141182,1
188,2023-01-02 15:16:05,40,31,106.17,141365,1
189,2023-01-02 15:25:41,38,93,12.27,141941,1
190,2023-01-02 15:30:12,78,72,76.59,142212,1
191,2023-01-02 15:44:23,79,4,120.34,143063,1
192,2023-01-02 15:46:51,0,87,13.59,143211,1
193,2023-01-02 15:49:56,83,7,46.1,143396,1
194,2023-01-02 15:50:46,67,83,45.57,143446,1
195,2023-01-02 16:03:19,1,5,55.26,144199,1
196,2023-01-02 16:31:44,55,81,27.97,145904,1
197,2023-01-02 16:43:52,53,88,13.63,146632,1
198,2023-01-02 16:55:50,29,62,110.08,147350,1
199,2023-01-02 17:08:04,47,41,56.55,148084,1
200,2023-01-02 17:20:25,53,88,16.1,148825,1
201,2023-01-02 17:26:51,3,65,11.91,149211,1
202,2023-01-02 17:35:34,22,65,21.86,149734,1
203,2023-01-02 17:58:24,98,92,10.24,151104,1
204,2023-01-02 18:22:13,65,95,9.39,152533,1
205,2023-01-02 18:29:20,37,54,14.2,152960,1
206,2023-01-02 18:37:16,98,42,19.4,153436,1
207,2023-01-02 18:50:39,29,40,126.79,154239,1
208,2023-01-02 19:11:59,92,56,56.51,155519,1
209,2023-01-02 19:13:47,55,81,44.29,155627,1
210,2023-01-02 19:17:40,22,65,39.78,155860,1
211,2023-01-02 19:46:12,51,60,9.0,157572,1
212,2023-01-02 20:07:22,1,5,13.08,158842,1
213,2023-01-02 20:08:54,55,81,35.75,158934,1
214,2023-01-02 20:24:47,0,87,51.89,159887,1
215,2023-01-02 20:35:30,31,46,3.14,160530,1
216,2023-01-02 20:41:42,46,34,42.78,160902,1
217,2023-01-02 21:29:02,89,24,21.73,163742,1
218,2023-01-02 21:38:04,29,48,25.94,164284,1
219,2023-01-02 21:43:28,87,65,78.9,164608,1
220,2023-01-02 21:55:47,98,42,13.07,165347,1
221,2023-01-02 22:01:48,32,17,78.25,165708,1
222,2023-01-02 22:30:16,94,10,54.19,167416,1
223,2023-01-02 22:58:50,83,7,118.84,169130,1
224,2023-01-03 00:38:53,53,88,5.93,175133,2
225,2023-01-03 01:15:09,40,31,90.03,177309,2
226,2023-01-03 02:05:47,89,24,57.99,180347,2
227,2023-01-03 02:48:48,38,93,24.99,182928,2
228,2023-01-03 03:30:10,73,67,96.97,185410,2
229,2023-01-03 03:32:39,88,4,49.9,185559,2
230,2023-01-03 03:36:16,5,79,64.59,185776,2
231,2023-01-03 03:57:36,40,31,10.57,187056,2
232,2023-01-03 04:12:16,40,31,74.66,187936,2
233,2023-01-03 04:19:17,55,81,15.59,188357,2
234,2023-01-03 05:09:43,8,8,1.58,191383,2
235,2023-01-03 05:10:03,80,24,15.32,191403,2
236,2023-01-03 05:11:49,87,65,107.13,191509,2
237,2023-01-03 05:12:51,98,42,7.25,191571,2
238,2023-01-03 05:18:17,68,85,29.34,191897,2
239,2023-01-03 05:33:51,89,24,29.29,192831,2
240,2023-01-03 05:57:09,22,65,35.68,194229,2
241,2023-01-03 06:07:14,1,5,61.85,194834,2
242,2023-01-03 06:13:00,53,88,10.76,195180,2
243,2023-01-03 06:13:45,35,38,27.52,195225,2
244,2023-01-03 06:13:59,1,5,23.06,195239,2
245,2023-01-03 06:18:18,35,51,49.29,195498,2
246,2023-01-03 06:22:32,38,93,31.98,195752,2
247,2023-01-03 06:23:19,53,88,10.16,195799,2
248,2023-01-03 06:27:30,81,80,105.51,196050,2
249,2023-01-03 06:33:07,5,79,27.92,196387,2
250,2023-01-03 06:36:36,79,46,113.24,196596,2
251,2023-01-03 06:49:46,67,83,56.84,197386,2
252,2023-01-03 07:16:38,1,5,68.94,198998,2
253,2023-01-03 07:31:27,58,27,25.99,199887,2
254,2023-01-03 07:32:33,89,24,5.67,199953,2
255,2023-01-03 07:33:22,79,46,133.56,200002,2
256,2023-01-03 07:41:24,0,29,93.26,200484,2
257,2023-01-03 07:59:33,53,88,9.7,201573,2
258,2023-01-03 08:11:36,8,8,0.58,202296,2
259,2023-01-03 08:23:13,28,88,71.35,202993,2
260,2023-01-03 08:24:38,22,65,41.21,203078,2
261,2023-01-03 08:28:32,29,48,99.45,203312,2
262,2023-01-03 08:50:09,0,29,67.72,204609,2
263,2023-01-03 09:00:25,28,88,99.63,205225,2
264,2023-01-03 09:01:02,51,60,17.51,205262,2
265,2023-01-03 09:09:58,68,85,23.48,205798,2
266,2023-01-03 09:15:40,25,88,85.77,206140,2
267,2023-01-03 09:22:02,80,24,16.23,206522,2
268,2023-01-03 09:25:49,0,29,28.46,206749,2
269,2023-01-03 09:26:39,3,65,11.41,206799,2
270,2023-01-03 09:28:20,35,38,70.61,206900,2
271,2023-01-03 09:33:31,46,34,91.16,207211,2
272,2023-01-03 09:47:04,40,31,28.2,208024,2
273,2023-01-03 09:52:07,33,64,104.87,208327,2
274,2023-01-03 09:54:26,46,34,58.78,208466,2
275,2023-01-03 09:56:39,38,93,3.43,208599,2
276,2023-01-03 10:04:31,43,82,98.71,209071,2
277,2023-01-03 10:09:24,29,62,186.77,209364,2
278,2023-01-03 10:19:49,94,10,75.77,209989,2
279,2023-01-03 10:21:46,47,41,30.14,210106,2
280,2023-01-03 10:44:48,92,56,94.43,211488,2
281,2023-01-03 10:47:31,1,5,50.26,211651,2
282,2023-01-03 10:47:42,34,29,65.68,211662,2
283,2023-01-03 10:54:05,79,8,135.82,212045,2
284,2023-01-03 10:57:54,14,90,49.66,212274,2
285,2023-01-03 11:01:08,76,47,19.26,212468,2
286,2023-01-03 11:03:30,55,81,35.45,212610,2
287,2023-01-03 11:16:25,49,26,9.07,213385,2
288,2023-01-03 11:21:06,29,48,182.35,213666,2
289,2023-01-03 11:30:21,32,17,92.92,214221,2
290,2023-01-03 12:15:47,0,87,117.91,216947,2
291,2023-01-03 12:36:01,76,47,16.05,218161,2
292,2023-01-03 12:36:38,65,95,6.07,218198,2
293,2023-01-03 12:52:29,40,31,31.52,219149,2
294,2023-01-03 12:54:12,68,85,49.28,219252,2
295,2023-01-03 13:03:26,88,4,76.14,219806,2
296,2023-01-03 13:33:13,89,24,9.03,221593,2
297,2023-01-03 13:51:53,25,88,52.78,222713,2
298,2023-01-03 14:01:01,22,65,45.06,223261,2
299,2023-01-03 14:03:15,89,24,71.47,223395,2
300,2023-01-03 14:04:22,94,10,25.01,223462,2
301,2023-01-03 14:09:43,32,17,50.17,223783,2
302,2023-01-03 14:14:42,67,83,8.17,224082,2
303,2023-01-03 14:22:30,83,7,50.04,224550,2
304,2023-01-03 14:27:13,49,26,12.55,224833,2
305,2023-01-03 14:27:33,18,34,98.68,224853,2
306,2023-01-03 14:48:32,32,88,37.74,226112,2
307,2023-01-03 15:05:51,58,74,4.27,227151,2
308,2023-01-03 15:06:55,40,31,40.98,227215,2
309,2023-01-03 15:20:17,41,79,6.85,228017,2
310,2023-01-03 15:26:55,68,85,38.85,228415,2
311,2023-01-03 15:31:57,9,84,177.01,228717,2
312,2023-01-03 15:33:14,0,87,50.25,228794,2
313,2023-01-03 15:50:01,33,64,41.87,229801,2
314,2023-01-03 15:51:22,78,72,55.59,229882,2
315,2023-01-03 15:54:50,35,51,32.09,230090,2
316,2023-01-03 16:00:19,90,6,19.11,230419,2
317,2023-01-03 16:04:17,35,51,16.55,230657,2
318,2023-01-03 16:05:35,50,11,56.6,230735,2
319,2023-01-03 16:18:55,40,31,78.23,231535,2
320,2023-01-03 16:39:13,8,8,4.62,232753,2
321,2023-01-03 16:51:08,1,5,43.98,233468,2
322,2023-01-03 16:55:16,88,4,121.96,233716,2
323,2023-01-03 17:11:35,67,83,142.57,234695,2
324,2023-01-03 17:35:25,58,74,8.44,236125,2
325,2023-01-03 17:48:54,22,99,46.36,236934,2
326,2023-01-03 18:07:11,67,83,72.97,238031,2
327,2023-01-03 18:16:37,83,25,141.95,238597,2
328,2023-01-03 18:23:47,5,79,94.2,239027,2
329,2023-01-03 18:36:42,90,6,17.96,239802,2
330,2023-01-03 18:44:58,35,51,12.84,240298,2
331,2023-01-03 19:00:57,43,82,62.74,241257,2
332,2023-01-03 19:23:04,24,74,51.5,242584,2
333,2023-01-03 19:58:35,67,83,53.91,244715,2
334,2023-01-03 20:14:28,58,27,27.81,245668,2
335,2023-01-03 20:16:15,92,56,59.87,245775,2
336,2023-01-03 21:07:11,25,17,10.99,248831,2
337,2023-01-03 21:25:55,40,31,99.77,249955,2
338,2023-01-03 21:40:53,89,24,14.53,250853,2
339,2023-01-03 22:18:58,90,14,92.0,253138,2
340,2023-01-03 22:40:31,68,85,31.06,254431,2
341,2023-01-04 00:08:55,40,31,78.51,259735,3
342,2023-01-04 00:36:51,37,54,15.01,261411,3
343,2023-01-04 01:13:29,25,17,79.11,263609,3
344,2023-01-04 01:15:35,0,29,46.4,263735,3
345,2023-01-04 01:31:33,25,17,83.94,264693,3
346,2023-01-04 02:52:46,60,35,16.65,269566,3
347,2023-01-04 03:48:53,45,93,83.83,272933,3
348,2023-01-04 04:18:48,46,34,35.09,274728,3
349,2023-01-04 05:00:54,34,29,86.68,277254,3
350,2023-01-04 05:47:33,1,5,52.03,280053,3
351,2023-01-04 05:48:38,55,81,22.06,280118,3
352,2023-01-04 06:23:07,49,26,0.8,282187,3
353,2023-01-04 06:38:09,81,80,54.44,283089,3
354,2023-01-04 06:49:13,47,41,22.63,283753,3
355,2023-01-04 07:04:29,22,99,32.85,284669,3
356,2023-01-04 07:09:45,88,4,58.78,284985,3
357,2023-01-04 07:10:23,53,88,11.48,285023,3
358,2023-01-04 07:14:44,41,79,4.3,285284,3
359,2023-01-04 08:01:25,55,81,8.45,288085,3
360,2023-01-04 08:04:50,25,88,88.49,288290,3
361,2023-01-04 08:14:48,83,7,81.77,288888,3
362,2023-01-04 08:19:51,38,78,34.72,289191,3
363,2023-01-04 08:22:39,94,10,28.06,289359,3
364,2023-01-04 08:24:28,79,8,132.59,289468,3
365,2023-01-04 08:28:51,25,17,84.07,289731,3
366,2023-01-04 08:57:08,79,4,66.11,291428,3
367,2023-01-04 09:07:39,81,80,97.03,292059,3
368,2023-01-04 09:09:40,34,29,93.42,292180,3
369,2023-01-04 09:11:25,29,40,51.68,292285,3
370,2023-01-04 09:12:20,25,17,66.4,292340,3
371,2023-01-04 09:30:40,78,71,38.61,293440,3
372,2023-01-04 09:33:58,0,87,23.26,293638,3
373,2023-01-04 10:03:48,83,7,114.17,295428,3
374,2023-01-04 10:04:21,83,7,23.04,295461,3
375,2023-01-04 10:13:42,11,44,24.87,296022,3
376,2023-01-04 10:14:34,24,66,42.26,296074,3
377,2023-01-04 10:23:51,67,83,136.05,296631,3
378,2023-01-04 10:41:23,29,48,111.58,297683,3
379,2023-01-04 10:57:42,35,38,18.95,298662,3
380,2023-01-04 10:59:53,14,90,64.59,298793,3
381,2023-01-04 11:05:07,78,71,91.14,299107,3
382,2023-01-04 11:05:10,67,83,132.4,299110,3
383,2023-01-04 11:09:02,34,29,60.46,299342,3
384,2023-01-04 11:14:17,9,84,156.07,299657,3
385,2023-01-04 11:33:43,22,99,16.13,300823,3
386,2023-01-04 11:33:53,83,25,1.96,300833,3
387,2023-01-04 11:36:54,94,10,20.42,301014,3
388,2023-01-04 11:54:46,45,93,67.6,302086,3
389,2023-01-04 11:58:35,53,88,5.28,302315,3
390,2023-01-04 12:08:37,38,78,12.86,302917,3
391,2023-01-04 12:33:59,22,65,30.84,304439,3
392,2023-01-04 12:47:27,49,26,13.63,305247,3
393,2023-01-04 12:54:35,89,24,6.48,305675,3
394,2023-01-04 13:01:00,35,51,42.51,306060,3
395,2023-01-04 13:09:35,9,84,110.2,306575,3
396,2023-01-04 13:18:01,90,14,18.07,307081,3
397,2023-01-04 13:24:08,19,24,8.9,307448,3
398,2023-01-04 13:35:58,31,46,6.38,308158,3
399,2023-01-04 13:49:09,29,40,105.88,308949,3
400,2023-01-04 13:55:35,52,94,78.33,309335,3
401,2023-01-04 13:59:58,98,92,12.75,309598,3
402,2023-01-04 14:19:19,28,17,59.33,310759,3
403,2023-01-04 14:20:04,83,25,68.46,310804,3
404,2023-01-04 14:21:29,34,29,43.01,310889,3
405,2023-01-04 14:30:57,35,38,32.78,311457,3
406,2023-01-04 14:46:04,38,78,17.16,312364,3
407,2023-01-04 14:49:21,55,81,48.77,312561,3
408,2023-01-04 14:51:44,38,93,27.5,312704,3
409,2023-01-04 14:52:07,9,84,77.84,312727,3
410,2023-01-04 15:37:04,5,79,25.33,315424,3
411,2023-01-04 15:45:05,9,84,96.17,315905,3
412,2023-01-04 15:49:35,25,88,82.96,316175,3
413,2023-01-04 15:52:04,80,24,10.15,316324,3
414,2023-01-04 16:01:18,37,54,19.76,316878,3
415,2023-01-04 16:20:17,79,4,82.12,318017,3
416,2023-01-04 16:42:34,55,81,12.75,319354,3
417,2023-01-04 16:50:28,35,51,24.07,319828,3
418,2023-01-04 16:57:58,55,81,23.85,320278,3
419,2023-01-04 17:06:02,9,84,112.66,320762,3
420,2023-01-04 17:16:01,86,91,101.62,321361,3
421,2023-01-04 17:27:26,35,38,20.49,322046,3
422,2023-01-04 17:48:04,83,7,85.84,323284,3
423,2023-01-04 18:23:24,83,25,101.0,325404,3
424,2023-01-04 18:41:01,28,17,74.64,326461,3
425,2023-01-04 19:10:14,8,8,8.32,328214,3
426,2023-01-04 19:18:45,55,81,54.97,328725,3
427,2023-01-04 20:08:46,52,94,109.82,331726,3
428,2023-01-04 20:16:05,65,95,10.38,332165,3
429,2023-01-04 20:16:29,38,93,10.83,332189,3
430,2023-01-04 21:13:16,1,5,63.85,335596,3
431,2023-01-04 23:40:59,38,93,11.25,344459,3
432,2023-01-05 01:18:55,22,99,42.31,350335,4
433,2023-01-05 01:29:13,38,78,18.02,350953,4
434,2023-01-05 03:02:15,58,27,25.95,356535,4
435,2023-01-05 03:04:59,73,67,12.26,356699,4
436,2023-01-05 03:42:52,67,83,90.17,358972,4
437,2023-01-05 05:10:25,53,88,7.4,364225,4
438,2023-01-05 05:23:13,34,29,99.75,364993,4
439,2023-01-05 05:27:19,67,83,120.86,365239,4
440,2023-01-05 05:29:17,14,88,69.91,365357,4
441,2023-01-05 06:10:36,22,65,23.03,367836,4
442,2023-01-05 06:33:37,46,52,34.18,369217,4
443,2023-01-05 06:39:33,25,17,14.12,369573,4
444,2023-01-05 06:44:43,68,85,57.21,369883,4
445,2023-01-05 06:55:34,9,84,83.9,370534,4
446,2023-01-05 07:14:20,88,4,31.94,371660,4
447,2023-01-05 07:15:38,98,42,5.68,371738,4
448,2023-01-05 07:35:38,37,54,36.08,372938,4
449,2023-01-05 07:41:19,0,87,52.69,373279,4
450,2023-01-05 08:00:45,90,14,51.09,374445,4
451,2023-01-05 08:06:17,46,34,55.62,374777,4
452,2023-01-05 08:06:45,28,88,84.49,374805,4
453,2023-01-05 08:10:02,51,72,66.56,375002,4
454,2023-01-05 08:49:22,98,92,3.39,377362,4
455,2023-01-05 08:50:52,22,65,26.8,377452,4
456,2023-01-05 08:51:29,25,88,95.42,377489,4
457,2023-01-05 08:53:23,55,81,22.74,377603,4
458,2023-01-05 09:08:05,55,81,27.69,378485,4
459,2023-01-05 09:25:17,68,85,35.9,379517,4
460,2023-01-05 09:32:30,92,56,81.64,379950,4
461,2023-01-05 09:37:51,55,81,32.61,380271,4
462,2023-01-05 09:41:55,81,80,47.23,380515,4
463,2023-01-05 09:44:58,81,80,77.87,380698,4
464,2023-01-05 09:47:09,88,4,48.54,380829,4
465,2023-01-05 09:48:03,5,79,86.08,380883,4
466,2023-01-05 09:48:10,68,85,15.56,380890,4
467,2023-01-05 09:50:13,81,80,13.86,381013,4
468,2023-01-05 10:19:37,37,54,17.02,382777,4
469,2023-01-05 10:31:23,45,93,48.55,383483,4
470,2023-01-05 10:34:12,29,48,45.84,383652,4
471,2023-01-05 10:34:35,81,80,68.72,383675,4
472,2023-01-05 10:34:56,98,42,5.15,383696,4
473,2023-01-05 10:40:50,14,90,2.66,384050,4
474,2023-01-05 10:50:27,32,17,60.91,384627,4
475,2023-01-05 11:08:28,55,81,41.2,385708,4
476,2023-01-05 11:10:32,53,88,4.81,385832,4
477,2023-01-05 11:15:38,49,26,9.32,386138,4
478,2023-01-05 11:21:14,35,51,99.94,386474,4
479,2023-01-05 11:46:04,80,24,6.41,387964,4
480,2023-01-05 11:52:01,5,79,78.85,388321,4
481,2023-01-05 11:54:47,5,79,76.52,388487,4
482,2023-01-05 12:16:56,1,5,31.74,389816,4
483,2023-01-05 12:20:09,37,54,22.63,390009,4
484,2023-01-05 12:22:11,37,54,22.68,390131,4
485,2023-01-05 12:25:04,18,34,65.39,390304,4
486,2023-01-05 12:28:33,45,93,4.25,390513,4
487,2023-01-05 12:34:31,46,34,67.48,390871,4
488,2023-01-05 12:35:30,28,17,69.36,390930,4
489,2023-01-05 12:40:03,1,5,60.94,391203,4
490,2023-01-05 12:40:04,90,14,40.43,391204,4
491,2023-01-05 12:43:16,67,83,43.29,391396,4
492,2023-01-05 12:57:22,89,24,31.42,392242,4
493,2023-01-05 13:02:29,41,79,4.91,392549,4
